group,sp,id,Mtag,tran,dist,trt,side,tag,loc,status,date_processed,initials,ic,iw,vs,is,ih,bh,vw,notes_trait
B,glab,5,268,T2,2,C,L,1407,loc2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,5,268,T2,2,C,L,1407,loc3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,5,268,T2,2,C,L,1407,loc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,5,268,T2,2,NR,R,1408,loc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,5,268,T2,2,NR,R,1408,loc2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,5,268,T2,2,NR,R,1408,loc3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,5,268,T2,2,NR,R,1408,loc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,home,0,C,L,1348,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,home,0,C,L,1348,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,home,0,C,L,1348,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,home,0,C,L,1348,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,home,0,NR,R,1347,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,home,0,NR,R,1347,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,home,0,NR,R,1347,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,home,0,NR,R,1347,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,0.5,C,L,1409,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,0.5,C,L,1409,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,0.5,C,L,1409,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,0.5,C,L,1409,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,0.5,NR,R,1410,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,0.5,NR,R,1410,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,0.5,NR,R,1410,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,0.5,NR,R,1410,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,1,C,L,1412,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,1,C,L,1412,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,1,C,L,1412,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,1,C,L,1412,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,1,NR,R,1411,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,1,NR,R,1411,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,1,NR,R,1411,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,1,NR,R,1411,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,2,C,L,1414,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,2,C,L,1414,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,2,C,L,1414,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,2,C,L,1414,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,2,NR,R,1413,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,2,NR,R,1413,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,2,NR,R,1413,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T1,2,NR,R,1413,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,0.5,C,L,1416,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,0.5,C,L,1416,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,0.5,C,L,1416,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,0.5,C,L,1416,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,0.5,NR,R,1415,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,0.5,NR,R,1415,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,0.5,NR,R,1415,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,0.5,NR,R,1415,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,1,C,L,1417,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,1,C,L,1417,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,1,C,L,1417,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,1,C,L,1417,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,1,NR,R,1418,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,1,NR,R,1418,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,1,NR,R,1418,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,1,NR,R,1418,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,2,NR,L,1419,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,2,NR,L,1419,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,2,NR,L,1419,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,2,NR,L,1419,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,2,C,R,1420,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,2,C,R,1420,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,2,C,R,1420,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B,glab,6,267,T2,2,C,R,1420,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,home,0,NR,L,1536,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,home,0,NR,L,1536,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,home,0,NR,L,1536,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,home,0,NR,L,1536,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,home,0,C,R,1524,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,home,0,C,R,1524,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,home,0,C,R,1524,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,home,0,C,R,1524,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,0.5,NR,L,1527,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,0.5,NR,L,1527,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,0.5,NR,L,1527,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,0.5,NR,L,1527,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,0.5,C,R,1529,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,0.5,C,R,1529,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,0.5,C,R,1529,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,0.5,C,R,1529,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,1,C,L,1522,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,1,C,L,1522,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,1,C,L,1522,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,1,C,L,1522,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,1,NR,R,1530,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,1,NR,R,1530,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,1,NR,R,1530,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,1,NR,R,1530,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,2,C,L,1538,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,2,C,L,1538,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,2,C,L,1538,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,2,C,L,1538,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,2,NR,R,1537,loc1,1,20190611,PMH,5,54.13,156,52,20,"5.5, 4.4, 4.2",41.11,
C,cal,1,150,T1,2,NR,R,1537,loc2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,2,NR,R,1537,loc3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T1,2,NR,R,1537,loc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,0.5,NR,L,1521,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,0.5,NR,L,1521,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,0.5,NR,L,1521,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,0.5,NR,L,1521,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,0.5,C,R,1534,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,0.5,C,R,1534,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,0.5,C,R,1534,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,0.5,C,R,1534,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,1,NR,L,1528,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,1,NR,L,1528,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,1,NR,L,1528,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,1,NR,L,1528,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,1,C,R,1533,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,1,C,R,1533,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,1,C,R,1533,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,1,C,R,1533,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,2,NR,L,1531,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,2,NR,L,1531,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,2,NR,L,1531,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,2,NR,L,1531,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,2,C,R,1526,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,2,C,R,1526,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,2,C,R,1526,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,1,150,T2,2,C,R,1526,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,home,0,NR,L,1518,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,home,0,NR,L,1518,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,home,0,NR,L,1518,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,home,0,NR,L,1518,loc4,1,20190716,PMH,1,9.46,25,29,16.3,NA,18,
C,cal,2,148,home,0,C,R,1512,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,home,0,C,R,1512,loc2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,home,0,C,R,1512,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,home,0,C,R,1512,loc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,0.5,NR,L,1553,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,0.5,NR,L,1553,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,0.5,NR,L,1553,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,0.5,NR,L,1553,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,0.5,C,R,1554,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,0.5,C,R,1554,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,0.5,C,R,1554,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,0.5,C,R,1554,loc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,1,C,L,1551,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,1,C,L,1551,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,1,C,L,1551,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,1,C,L,1551,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,1,NR,R,1552,loc1,1,20190716,PMH,1,5.69,34,10,12.6,NA,8.11,
C,cal,2,148,T1,1,NR,R,1552,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,1,NR,R,1552,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,1,NR,R,1552,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,2,NR,L,1550,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,2,NR,L,1550,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,2,NR,L,1550,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,2,NR,L,1550,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,2,C,R,1549,loc1,1,20190618,MFO,2,19.5,106,26,17.6,7.5,25.08,
C,cal,2,148,T1,2,C,R,1549,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,2,C,R,1549,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T1,2,C,R,1549,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,0.5,C,L,1556,loc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,0.5,C,L,1556,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,0.5,C,L,1556,loc3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,0.5,C,L,1556,loc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,0.5,NR,R,1555,loc1,1,20190618,PMH,2,21.62,106,4,16.4,7.7,22.25,
C,cal,2,148,T2,0.5,NR,R,1555,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,0.5,NR,R,1555,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,0.5,NR,R,1555,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,1,C,L,1557,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,1,C,L,1557,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,1,C,L,1557,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,1,C,L,1557,loc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,1,NR,R,1558,loc1,1,20190611,PMH,4,50.18,168,12,19.1,6.4,41.13,
C,cal,2,148,T2,1,NR,R,1558,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,1,NR,R,1558,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,1,NR,R,1558,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,2,C,L,1560,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,2,C,L,1560,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,2,C,L,1560,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,2,C,L,1560,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,2,NR,R,1559,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,2,NR,R,1559,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,2,NR,R,1559,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,2,148,T2,2,NR,R,1559,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,home,0,NR,L,1520,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,home,0,NR,L,1520,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,home,0,NR,L,1520,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,home,0,NR,L,1520,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,home,0,C,R,1516,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,home,0,C,R,1516,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,home,0,C,R,1516,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,home,0,C,R,1516,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,0.5,NR,L,1580,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,0.5,NR,L,1580,loc2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,0.5,NR,L,1580,loc3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,0.5,NR,L,1580,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,0.5,C,R,1579,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,0.5,C,R,1579,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,0.5,C,R,1579,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,0.5,C,R,1579,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,1,NR,L,1582,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,1,NR,L,1582,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,1,NR,L,1582,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,1,NR,L,1582,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,1,C,R,1581,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,1,C,R,1581,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,1,C,R,1581,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,1,C,R,1581,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,2,C,L,1584,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,2,C,L,1584,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,2,C,L,1584,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,2,C,L,1584,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,2,NR,R,1583,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,2,NR,R,1583,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,2,NR,R,1583,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T1,2,NR,R,1583,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,0.5,C,L,1573,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,0.5,C,L,1573,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,0.5,C,L,1573,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,0.5,C,L,1573,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,0.5,NR,R,1574,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,0.5,NR,R,1574,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,0.5,NR,R,1574,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,0.5,NR,R,1574,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,1,C,L,1575,loc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,1,C,L,1575,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,1,C,L,1575,loc3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,1,C,L,1575,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,1,NR,R,1576,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,1,NR,R,1576,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,1,NR,R,1576,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,1,NR,R,1576,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,2,NR,L,1577,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,2,NR,L,1577,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,2,NR,L,1577,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,2,NR,L,1577,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,2,C,R,1578,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,2,C,R,1578,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,2,C,R,1578,loc3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,3,149,T2,2,C,R,1578,loc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,home,0,C,L,1513,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,home,0,C,L,1513,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,home,0,C,L,1513,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,home,0,C,L,1513,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,home,0,NR,R,1514,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,home,0,NR,R,1514,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,home,0,NR,R,1514,loc3,1,20190716,PMH,1,6.89,29,14,15.9,NA,6.91,
C,cal,4,239,home,0,NR,R,1514,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,T1,0.5,NR,L,1585,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,T1,0.5,NR,L,1585,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,T1,0.5,NR,L,1585,loc3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,T1,0.5,NR,L,1585,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,T1,0.5,C,R,1586,loc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,T1,0.5,C,R,1586,loc2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,T1,0.5,C,R,1586,loc3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,T1,0.5,C,R,1586,loc4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C,cal,4,239,T1,1,NR,L,1588,loc1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,
