group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
C,fre,5,227,home,0,NR,1592,R,0,0,M,0,,
C,fre,5,227,home,0,C,1593,L,0,0,0,0,,
C,fre,5,227,T2,0.5,NR,1651,L,0,0,0,0,,
C,fre,5,227,T2,0.5,C,1652,R,0,0,0,0,,
C,fre,5,227,T2,1,C,1653,R,0,0,0,0,,
C,fre,5,227,T2,1,NR,1654,L,F,0,0,0,,
C,fre,5,227,T2,2,NR,1655,L,0,0,0,0,,
C,fre,5,227,T2,2,C,1656,R,0,0,0,V,,
C,fre,5,227,T1,0.5,NR,1657,L,0,0,0,0,,
C,fre,5,227,T1,0.5,C,1658,R,0,0,0,0,,
C,fre,5,227,T1,1,NR,1659,R,0,0,0,0,,
C,fre,5,227,T1,1,C,1660,L,0,0,0,0,,
C,fre,5,227,T1,2,NR,1661,R,0,0,0,M,,
C,fre,5,227,T1,2,C,1662,L,0,0,0,0,,
C,glab,4,220,home,0,NR,1692,R,,,,,,
C,glab,4,220,home,0,C,1693,L,0,0,0,0,,
C,glab,4,220,T1,0.5,NR,1728,L,,,,,,
C,glab,4,220,T1,0.5,C,1729,R,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
C,glab,4,220,T1,1,NR,1730,R,,,,,,
C,glab,4,220,T1,1,C,1731,L,0,0,0,0,,
C,glab,4,220,T1,2,C,1732,R,0,0,0,0,,
C,glab,4,220,T1,2,NR,1733,L,,,,,,
D,cal,1,170,home,0,C,1973,R,M,M,M,M,20220331,
D,cal,1,170,home,0,NR,1974,L,,,,,These plots are all messed up --> gophers moved flags and not clear what is go my on --> also very unlikely any individuals as none seen in the footprints were found,
D,cal,1,170,T2,0.5,C,1983,L,,,,,,
D,cal,1,170,T2,0.5,NR,1984,R,,,,,,
D,cal,1,170,T2,1,C,1985,L,,,,,,
D,cal,1,170,T2,1,NR,1986,R,,,,,,
D,cal,1,170,T2,2,NR,1987,R,,,,,,
D,cal,1,170,T2,2,C,1988,L,,,,,,
D,cal,1,170,T1,0.5,C,1989,R,,,,,,
D,cal,1,170,T1,0.5,NR,1990,L,,,,,,
D,cal,1,170,T1,1,C,1991,R,,,,,,
D,cal,1,170,T1,1,NR,1992,L,,,,,,
D,cal,1,170,T1,2,C,1993,L,,,,,,
D,cal,1,170,T1,2,NR,1994,R,,,,,,
D,cal,2,171,home,0,NR,1975,R,,,,,,
D,cal,2,171,home,0,C,1977,L,,,,,,
D,cal,2,171,T1,0.5,NR,2001,L,,,,,,
D,cal,2,171,T1,0.5,C,2002,R,,,,,,
D,cal,2,171,T1,1,C,2003,L,,,,,,
D,cal,2,171,T1,1,NR,2004,R,,,,,,
D,cal,2,171,T1,2,C,2005,R,,,,,,
D,cal,2,171,T1,2,NR,2006,L,,,,,,
D,cal,3,169,home,0,NR,1897,L,G,G,G,G,,
D,cal,3,169,home,0,C,1980,R,G,G,G,G,,
D,cal,3,169,T1,0.5,C,2007,R,0,M,M,0,,
D,cal,3,169,T1,0.5,NR,2008,L,G,0,G,G,,
D,cal,3,169,T1,1,C,2009,L,M,M,M,M,,
D,cal,3,169,T1,1,NR,2010,R,M,M,M,M,,
D,cal,3,169,T1,2,C,2011,R,,,,,All missing,
D,cal,3,169,T1,2,NR,2012,L,,,,,,
D,cal,3,169,T2,0.5,NR,2013,R,,,,,,
D,cal,3,169,T2,0.5,C,2014,L,,,,,,
D,cal,3,169,T2,1,C,2015,L,,,,,,
D,cal,3,169,T2,1,NR,2016,R,,,,,,
D,cal,3,169,T2,2,NR,2017,R,,,,,,
D,cal,3,169,T2,2,C,2018,L,,,,,,
D,cal,4,261,home,0,C,1978,L,M,0,M,M,,
D,cal,4,261,home,0,NR,1979,R,0,M,0,M,,
D,cal,4,261,T2,0.5,NR,2019,R,0,0,M,0,,
D,cal,4,261,T2,0.5,C,2020,L,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
D,cal,4,261,T2,1,C,2021,R,0,0,0,0,,
D,cal,4,261,T2,1,NR,2022,L,M,0,0,0,,
D,cal,4,261,T2,2,NR,2023,R,0,0,0,0,,
D,cal,4,261,T2,2,C,2024,L,0,0,M,0,,
D,cal,4,261,T1,0.5,NR,2025,L,0,0,M,0,,
D,cal,4,261,T1,0.5,C,2026,R,0,0,0,0,,
D,cal,4,261,T1,1,C,2027,L,0,0,M,0,,
D,cal,4,261,T1,1,NR,2028,R,0,0,0,0,,
D,cal,4,261,T1,2,C,2029,R,M,M,M,M,,
D,cal,4,261,T1,2,NR,2030,L,0,0,0,M,,
D,cal,6,262,home,0,NR,1976,L,0,M,0,0,,
D,cal,6,262,home,0,C,1982,R,0,M,0,M,,
D,cal,6,262,T1,0.5,C,2043,L,0,0,0,0,,
D,cal,6,262,T1,0.5,NR,2044,R,0,0,0,0,,
D,cal,6,262,T1,1,NR,2045,R,0,0,G,0,,
D,cal,6,262,T1,1,C,2046,L,0,0,0,0,,
D,cal,6,262,T1,2,C,2047,R,G,0,M,G,,
D,cal,6,262,T1,2,NR,2048,L,0,0,0,0,,
D,fre,2,189,home,0,NR,1885,L,M,0,M,0,,
D,fre,2,189,home,0,C,1888,R,0,0,0,0,,
D,fre,2,189,T1,0.5,NR,1937,R,0,0,M,0,,
D,fre,2,189,T1,0.5,C,1938,L,0,V,0,M,,
D,fre,2,189,T1,1,NR,1939,L,0,0,0,0,,
D,fre,2,189,T1,1,C,1940,R,M,0,0,0,,
D,fre,2,189,T1,2,NR,1941,L,0,0,0,0,,
D,fre,2,189,T1,2,C,1942,R,0,F,0,V,,
D,fre,2,189,T2,2,C,1943,L,0,0,0,0,,
D,fre,2,189,T2,2,NR,1944,R,0,0,0,0,,
D,fre,2,189,T2,1,NR,1945,R,0,0,0,M,,
D,fre,2,189,T2,1,C,1946,L,0,M,M,M,,
D,fre,2,189,T2,0.5,NR,1947,R,0,0,0,0,,
D,fre,2,189,T2,0.5,C,1948,L,0,0,0,0,,
D,fre,3,188,home,0,NR,1891,L,M,0,M,M,,
D,fre,3,188,home,0,C,1894,R,0,0,0,0,,
D,fre,3,188,T2,2,NR,1961,L,M,M,M,M,,
D,fre,3,188,T2,2,C,1962,R,M,M,M,M,,
D,fre,3,188,T1,0.5,C,1963,R,0,0,0,0,,
D,fre,3,188,T1,0.5,NR,1964,L,0,0,0,0,,
D,fre,3,188,T1,1,NR,1965,L,0,0,V,0,,
D,fre,3,188,T1,1,C,1966,R,M,M,M,M,,
D,fre,3,188,T1,2,NR,1967,R,0,0,0,0,,
D,fre,3,188,T1,2,C,1968,L,0,0,M,0,,
D,fre,3,188,T2,0.5,NR,1969,R,0,0,0,0,,
D,fre,3,188,T2,0.5,C,1970,L,0,0,M,M,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
D,fre,3,188,T2,1,C,1971,R,0,0,0,0,,
D,fre,3,188,T2,1,NR,1972,L,M,0,0,0,,
D,fre,4,279,home,0,C,1895,L,0,0,0,0,,
D,fre,4,279,home,0,NR,1896,R,0,0,0,0,,
D,fre,4,279,T2,0.5,NR,1949,R,0,0,0,0,,
D,fre,4,279,T2,0.5,C,1950,L,0,0,0,0,,
D,fre,4,279,T2,1,NR,1951,R,0,0,0,0,,
D,fre,4,279,T2,1,C,1952,L,0,0,0,0,,
D,fre,4,279,T2,2,C,1953,R,0,0,0,0,,
D,fre,4,279,T2,2,NR,1954,L,0,0,0,0,,
D,fre,4,279,T1,2,NR,1955,R,0,0,0,0,,
D,fre,4,279,T1,2,C,1956,L,0,0,0,0,,
D,fre,4,279,T1,1,C,1957,R,0,0,0,0,,
D,fre,4,279,T1,1,NR,1958,L,0,0,V,0,tiny,
D,fre,4,279,T1,0.5,NR,1959,R,0,0,0,0,,
D,fre,4,279,T1,0.5,C,1960,L,0,0,M,0,,
D,fre,5,278,home,0,NR,1893,R,0,0,0,0,,
D,fre,5,278,home,0,C,1899,L,0,0,0,0,,
D,fre,5,278,T2,0.5,NR,1901,R,0,0,0,0,,
D,fre,5,278,T2,0.5,C,1902,L,0,0,0,0,,
D,fre,5,278,T2,1,C,1903,R,0,0,0,0,,
D,fre,5,278,T2,1,NR,1904,L,0,0,0,0,,
D,fre,5,278,T2,2,C,1905,R,0,0,0,0,,
D,fre,5,278,T2,2,NR,1906,L,0,0,0,0,,
D,fre,6,282,home,0,NR,1889,R,0,0,0,0,20220331,
D,fre,6,282,home,0,C,1890,L,0,0,0,0,,
D,fre,6,282,T1,0.5,NR,1913,L,0,0,0,0,,
D,fre,6,282,T1,0.5,C,1914,R,0,0,0,0,,
D,fre,6,282,T1,1,NR,1915,R,0,0,0,0,,
D,fre,6,282,T1,1,C,1916,L,0,0,0,0,,
D,fre,6,282,T1,2,C,1917,L,0,0,0,0,,
D,fre,6,282,T1,2,NR,1918,R,0,0,0,0,,
D,fre,6,282,T2,0.5,NR,1919,L,0,M,B,M,,
D,fre,6,282,T2,0.5,C,1920,R,0,0,0,0,,
D,fre,6,282,T2,1,NR,1921,L,M,M,M,M,,
D,fre,6,282,T2,1,C,1922,R,0,0,0,0,,
D,fre,6,282,T2,2,C,1923,L,M,0,0,0,,
D,fre,6,282,T2,2,NR,1924,R,0,0,0,0,,
E,cal,1,223,T1,0.5,C,1981,R,M,0,0,0,,
E,cal,1,223,home,0,C,2056,L,M,M,M,M,,
E,cal,1,223,home,0,NR,2063,R,M,M,M,,,
E,cal,1,223,T2,0.5,C,2092,L,0,0,0,0,,
E,cal,1,223,T1,2,NR,2093,L,0,0,0,0,,
E,cal,1,223,T1,2,C,2094,R,M,0,M,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
E,cal,1,223,T2,1,NR,2095,L,M,M,M,M,,
E,cal,1,223,T2,1,C,2096,R,M,M,0,M,,
E,cal,1,223,T2,2,NR,2097,L,M,0,M,M,,
E,cal,1,223,T1,0.5,NR,2098,L,0,0,0,M,,
E,cal,1,223,T1,1,NR,2099,L,M,0,M,0,,
E,cal,1,223,T1,1,C,2100,R,M,M,M,M,,
E,cal,1,223,T2,0.5,NR,2199,R,M,M,M,M,,
E,cal,1,223,T2,2,C,2200,R,0,M,0,0,,
E,cal,2,131,home,0,NR,2057,R,M,M,M,M,,
E,cal,2,131,home,0,C,2064,L,M,M,M,M,,
E,cal,2,131,T1,1,C,2067,L,M,M,M,M,,
E,cal,2,131,T2,0.5,C,2068,L,0,0,M,0,,
E,cal,2,131,T2,2,C,2070,L,M,M,M,M,,
E,cal,2,131,T2,1,NR,2071,L,M,M,M,M,,
E,cal,2,131,T1,0.5,NR,2072,R,0,0,0,0,,
E,cal,2,131,T2,2,NR,2073,R,M,M,0,M,,
E,cal,2,131,T1,0.5,C,2074,L,0,0,0,0,,
E,cal,2,131,T1,2,C,2075,R,0,M,0,0,,
E,cal,2,131,T1,2,NR,2076,L,0,0,0,0,,
E,cal,2,131,T1,1,NR,2077,R,M,0,M,M,,
E,cal,2,131,T2,1,C,2078,R,M,M,M,M,,
E,cal,2,131,T2,0.5,NR,2079,R,0,M,M,M,,
E,cal,3,102,home,0,C,2055,L,M,M,M,0,,
E,cal,3,102,home,0,NR,2059,R,M,M,M,M,,
E,cal,3,102,T2,2,NR,2107,R,M,M,M,M,,
E,cal,3,102,T2,2,C,2108,L,0,F,M,M,,
E,cal,3,102,T2,1,C,2109,R,0,0,0,0,,
E,cal,3,102,T2,1,NR,2110,L,M,M,M,M,,
E,cal,3,102,T2,0.5,NR,2111,L,0,0,M,M,,
E,cal,3,102,T2,0.5,C,2112,R,M,0,0,M,,
E,cal,3,102,T1,2,NR,2174,L,M,M,M,M,,
E,cal,3,102,T1,1,NR,2175,R,0,M,0,M,,
E,cal,3,102,T1,2,C,2177,R,M,M,M,M,,
E,cal,3,102,T1,0.5,NR,2178,R,0,0,M,M,,
E,cal,3,102,T1,0.5,C,2179,L,0,0,0,0,,
E,cal,3,102,T1,1,C,2187,L,0,0,0,0,,
E,cal,4,122,T2,0.5,NR,2102,R,V,M,0,M,,
E,cal,4,122,home,0,C,2060,R,0,0,M,0,,
E,cal,4,122,home,0,NR,2061,L,M,M,0,0,,
E,cal,4,122,T2,0.5,C,2101,L,M,0,M,M,,
E,cal,4,122,T2,1,NR,2103,R,0,0,0,M,,
E,cal,4,122,T2,1,C,2104,L,M,0,0,0,,
E,cal,4,122,T2,2,NR,2105,L,M,M,M,M,,
E,cal,4,122,T2,2,C,2106,R,0,M,M,M,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
E,cal,4,122,T1,2,NR,2180,R,0,M,M,M,,
E,cal,4,122,T1,2,C,2181,L,M,M,M,M,,
E,cal,4,122,T1,1,NR,2182,R,0,M,0,M,,
E,cal,4,122,T1,1,C,2183,L,M,0,M,0,,
E,cal,4,122,T1,0.5,C,2184,R,M,M,M,M,,
E,cal,4,122,T1,0.5,NR,2185,L,M,M,0,0,,
E,cal,5,104,home,0,NR,2058,L,M,M,M,0,,
E,cal,5,104,home,0,C,2066,R,M,0,0,0,,
E,cal,5,104,T2,2,NR,2186,L,M,M,M,0,,
E,cal,5,104,T2,2,C,2187,R,0,0,M,M,,
E,cal,5,104,T2,1,C,2188,R,M,M,M,0,,
E,cal,5,104,T2,1,NR,2189,L,M,M,0,M,,
E,cal,5,104,T2,0.5,NR,2190,R,0,M,M,M,,
E,cal,5,104,T2,0.5,C,2191,L,0,M,M,0,,
E,cal,5,104,T1,2,NR,2192,L,G,G,0,G,,
E,cal,5,104,T1,2,C,2193,R,0,0,0,0,,
E,cal,5,104,T1,1,C,2194,R,0,0,0,M,,
E,cal,5,104,T1,1,NR,2195,L,M,0,0,M,,
E,cal,5,104,T1,0.5,NR,2196,L,M,M,M,M,,
E,cal,5,104,T1,0.5,C,2197,R,0,0,M,0,,
E,cal,6,119,home,0,C,2062,L,M,M,M,M,,
E,cal,6,119,home,0,NR,2065,R,M,M,M,M,,
E,cal,6,119,T2,1,C,2069,R,M,0,M,M,,
E,cal,6,119,T2,0.5,C,2080,L,M,M,M,0,,
E,cal,6,119,T2,1,NR,2081,L,M,M,M,M,,
E,cal,6,119,T1,0.5,NR,2082,R,M,M,M,M,,
E,cal,6,119,T1,1,NR,2083,R,M,M,M,0,,
E,cal,6,119,T1,0.5,C,2084,L,0,0,M,0,,
E,cal,6,119,T2,2,C,2085,R,0,0,M,0,,
E,cal,6,119,T1,1,C,2086,L,0,M,0,M,,
E,cal,6,119,T2,2,NR,2087,L,M,M,M,0,,
E,cal,6,119,T1,2,C,2088,R,M,M,0,M,,
E,cal,6,119,T2,0.5,NR,2089,R,M,0,0,0,,
E,cal,6,119,T1,2,NR,2091,L,M,M,M,M,,
E,fre,1,103,home,0,NR,2114,L,0,0,0,0,,
E,fre,1,103,home,0,C,2115,R,0,0,0,0,,
E,fre,1,103,T2,2,NR,2160,L,0,0,0,0,,
E,fre,1,103,T2,2,C,2161,R,0,0,0,0,,
E,fre,1,103,T2,0.5,NR,2162,L,0,0,0,0,,
E,fre,1,103,T2,0.5,C,2163,R,0,0,0,0,,
E,fre,1,103,T2,1,NR,2164,L,0,0,0,M,,
E,fre,1,103,T1,0.5,NR,2165,R,0,0,0,0,,
E,fre,1,103,T1,1,C,2166,L,0,0,0,0,,
E,fre,1,103,T1,1,NR,2167,R,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
E,fre,1,103,T1,2,C,2168,L,0,0,0,0,,
E,fre,1,103,T1,0.5,C,2169,L,M,M,M,M,,
E,fre,1,103,T2,1,C,2170,R,0,0,0,M,,
E,fre,1,103,T1,2,NR,2179,R,0,0,0,0,,
E,fre,2,101,T1,0.5,C,2123,R,0,0,0,0,,
E,fre,2,101,T1,0.5,NR,2124,L,0,0,0,0,,
E,fre,2,101,T1,1,NR,2125,L,0,0,0,M,,
E,fre,2,101,T1,1,C,2126,R,0,0,0,0,,
E,fre,2,101,T1,2,C,2127,R,0,0,0,0,,
E,fre,2,101,T1,2,NR,2128,L,0,0,0,0,,
E,fre,2,101,T2,0.5,NR,2129,L,0,0,0,0,,
E,fre,2,101,T2,0.5,C,2130,R,0,0,0,0,,
E,fre,2,101,T2,1,C,2131,L,0,0,0,0,,
E,fre,2,101,T2,1,NR,2132,R,0,0,0,0,,
E,fre,2,101,T2,2,C,2133,L,0,0,0,M,,
E,fre,2,101,T2,2,NR,2134,R,0,0,0,0,,
E,fre,2,101,home,0,C,2172,L,0,0,0,0,,
E,fre,2,101,home,0,NR,2173,R,0,0,0,0,,
E,fre,3,120,home,0,NR,2121,R,0,0,0,0,,
E,fre,3,120,home,0,C,2122,L,0,0,0,0,,
E,fre,3,120,T1,0.5,NR,2135,L,0,0,0,F,,
E,fre,3,120,T1,0.5,C,2136,R,0,0,0,0,,
E,fre,3,120,T1,1,C,2137,L,0,M,0,0,,
E,fre,3,120,T1,1,NR,2138,R,M,0,0,0,,
E,fre,3,120,T1,2,C,2139,L,M,M,M,0,,
E,fre,3,120,T1,2,NR,2140,R,0,0,0,V,,
E,fre,3,120,T2,0.5,C,2141,L,0,0,0,0,,
E,fre,3,120,T2,0.5,NR,2142,R,0,0,0,0,,
E,fre,3,120,T2,1,NR,2143,R,0,0,0,V,,
E,fre,3,120,T2,1,C,2144,L,0,0,0,0,,
E,fre,3,120,T2,2,C,2145,R,M,M,M,M,,
E,fre,3,120,T2,2,NR,2146,L,0,0,0,0,,
E,fre,4,130,home,0,NR,2119,R,0,0,0,0,,
E,fre,4,130,home,0,C,2120,L,0,0,M,M,,
E,fre,4,130,T1,0.5,NR,2147,R,0,0,0,M,,
E,fre,4,130,T1,0.5,C,2148,L,0,0,0,0,,
E,fre,4,130,T1,1,NR,2149,L,0,0,0,0,,
E,fre,4,130,T1,1,C,2150,R,0,0,M,M,,
E,fre,4,130,T1,2,NR,2151,R,0,0,0,0,,
E,fre,4,130,T1,2,C,2152,L,0,0,M,0,,
E,fre,4,130,T2,0.5,NR,2153,L,0,0,0,0,,
E,fre,4,130,T2,0.5,C,2154,R,0,0,0,0,,
E,fre,4,130,T2,1,C,2155,R,0,0,0,0,,
E,fre,4,130,T2,1,NR,2156,L,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
E,fre,4,130,T2,2,C,2157,L,M,0,M,M,,
E,fre,4,130,T2,2,NR,2158,R,0,0,0,0,,
E,fre,5,105,home,0,NR,2115,L,0,0,0,0,,
E,fre,5,105,home,0,C,2116,R,0,0,0,0,,
E,fre,5,105,T1,0.5,NR,2159,L,M,0,0,0,,
E,fre,5,105,T1,0.5,C,2201,R,0,M,0,0,,
E,fre,5,105,T1,1,C,2202,L,0,0,0,0,,
E,fre,5,105,T1,1,NR,2203,R,0,0,0,0,,
E,fre,5,105,T1,2,NR,2204,R,0,0,0,0,,
E,fre,5,105,T1,2,C,2205,L,0,0,0,0,,
E,fre,5,105,T2,0.5,C,2206,L,M,0,0,0,,
E,fre,5,105,T2,0.5,NR,2207,R,0,0,V,0,,
E,fre,5,105,T2,1,C,2208,L,M,M,M,M,,
E,fre,5,105,T2,1,NR,2209,R,0,0,0,0,,
E,fre,5,105,T2,2,NR,2210,R,0,0,0,0,,
E,fre,5,105,T2,2,C,2211,L,M,0,0,0,,
E,fre,6,123,home,0,NR,2117,R,0,0,0,0,,
E,fre,6,123,home,0,C,2118,L,0,0,0,M,,
E,fre,6,123,T1,0.5,C,2212,R,0,M,0,0,,
E,fre,6,123,T1,0.5,NR,2213,L,0,0,0,0,,
E,fre,6,123,T1,1,C,2214,R,M,M,0,0,,
E,fre,6,123,T1,1,NR,2215,L,0,0,0,0,,
E,fre,6,123,T1,2,C,2216,L,0,0,G,0,,
E,fre,6,123,T1,2,NR,2217,R,0,0,0,0,,
E,fre,6,123,T2,0.5,C,2218,R,M,0,0,M,,
E,fre,6,123,T2,0.5,NR,2219,L,0,M,0,0,,
E,fre,6,123,T2,1,NR,2220,R,0,0,0,0,,
E,fre,6,123,T2,1,C,2221,L,0,0,M,0,,
E,fre,6,123,T2,2,NR,2222,L,0,0,0,0,,
E,fre,6,123,T2,2,C,2223,R,0,0,0,0,,
E,glab,1,114,home,0,NR,2694,L,0,0,0,0,,
E,glab,1,114,home,0,C,2695,R,M,M,0,0,,
E,glab,1,114,T2,0.5,C,2736,L,0,0,0,0,,
E,glab,1,114,T2,0.5,NR,2737,R,0,0,0,M,,
E,glab,1,114,T2,1,NR,2738,R,0,0,0,M,,
E,glab,1,114,T2,1,C,2739,L,0,0,0,0,,
E,glab,1,114,T2,2,NR,2740,L,0,0,0,M,,
E,glab,1,114,T2,2,C,2741,R,0,0,0,0,,
E,glab,2,140,home,0,C,2691,R,M,M,M,M,,
E,glab,2,140,T1,0.5,C,2730,R,M,M,0,0,,
E,glab,2,140,T1,1,C,2732,R,0,0,0,0,,
E,glab,2,140,T1,2,C,2735,L,0,0,0,0,,
F,cal,1,159,home,0,NR,2310,R,0,0,0,0,20220330,
F,cal,1,159,home,0,C,2311,L,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
F,cal,1,159,T2,0.5,NR,2326,R,0,0,0,0,,
F,cal,1,159,T2,0.5,C,2327,L,0,0,0,0,,
F,cal,1,159,T2,1,NR,2328,R,0,0,0,0,,
F,cal,1,159,T2,1,C,2329,L,0,0,0,0,,
F,cal,1,159,T2,2,C,2330,R,0,0,0,0,,
F,cal,1,159,T2,2,NR,2331,L,0,0,0,0,,
F,cal,2,158,home,0,NR,2316,L,0,0,0,0,,
F,cal,2,158,home,0,C,2317,R,0,0,0,0,,
F,cal,2,158,T2,0.5,C,2332,R,0,0,0,0,,
F,cal,2,158,T2,0.5,NR,2333,L,0,0,0,V,,
F,cal,2,158,T2,1,NR,2334,R,0,0,0,0,,
F,cal,2,158,T2,1,C,2335,L,0,0,0,0,,
F,cal,2,158,T2,2,NR,2336,L,0,0,0,0,,
F,cal,2,158,T2,2,C,2337,R,0,0,0,0,,
F,cal,2,158,T1,0.5,C,2338,L,0,0,0,0,,
F,cal,2,158,T1,0.5,NR,2339,R,0,0,0,0,,
F,cal,2,158,T1,1,C,2340,R,0,0,0,0,,
F,cal,2,158,T1,1,NR,2341,L,0,0,0,0,,
F,cal,2,158,T1,2,NR,2342,L,0,0,0,0,,
F,cal,2,158,T1,2,C,2343,R,0,0,0,0,,
F,cal,3,157,home,0,C,2312,L,0,0,M,0,,
F,cal,3,157,home,0,NR,2318,R,0,0,0,0,,
F,cal,3,157,T1,2,C,2344,R,0,M,0,0,,
F,cal,3,157,T1,2,NR,2345,L,0,0,0,0,,
F,cal,3,157,T1,1,C,2346,R,0,M,0,0,,
F,cal,3,157,T1,1,NR,2347,L,0,0,0,0,,
F,cal,3,157,T1,0.5,NR,2348,R,0,0,0,0,,
F,cal,3,157,T1,0.5,C,2349,L,0,0,0,0,,
F,cal,3,157,T2,2,C,2350,R,0,0,0,0,,
F,cal,3,157,T2,2,NR,2351,L,0,0,0,0,,
F,cal,3,157,T2,1,C,2352,L,0,0,0,0,,
F,cal,3,157,T2,1,NR,2353,R,0,0,0,0,,
F,cal,3,157,T2,0.5,C,2354,L,0,0,0,0,,
F,cal,3,157,T2,0.5,NR,2355,R,0,0,0,0,,
F,cal,4,251,home,0,NR,2315,R,0,0,0,0,,
F,cal,4,251,home,0,C,2319,L,0,0,0,0,,
F,cal,4,251,T2,0.5,C,2374,R,0,0,0,0,,
F,cal,4,251,T2,0.5,NR,2375,L,0,0,0,0,,
F,cal,4,251,T2,1,C,2376,L,0,0,0,0,,
F,cal,4,251,T2,1,NR,2377,R,0,0,0,0,,
F,cal,4,251,T2,2,NR,2378,L,0,0,0,0,,
F,cal,4,251,T2,2,C,2379,R,0,0,0,M,,
F,cal,5,242,home,0,C,2308,L,0,0,0,0,,
F,cal,5,242,home,0,NR,2309,R,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
F,cal,5,242,T2,2,NR,2356,R,0,0,0,0,,
F,cal,5,242,T2,2,C,2357,L,0,0,0,0,,
F,cal,5,242,T2,1,NR,2358,L,0,0,0,0,,
F,cal,5,242,T2,1,C,2359,R,0,0,0,M,,
F,cal,5,242,T2,0.5,NR,2360,R,0,0,0,0,,
F,cal,5,242,T2,0.5,C,2361,L,0,0,0,F,,
F,cal,5,242,T1,0.5,C,2362,R,0,0,0,0,,
F,cal,5,242,T1,0.5,NR,2363,L,0,V,0,F,,
F,cal,5,242,T1,1,NR,2364,R,F,0,0,0,,
F,cal,5,242,T1,1,C,2365,L,0,0,0,0,,
F,cal,5,242,T1,2,NR,2366,L,0,0,0,0,,
F,cal,5,242,T1,2,C,2367,R,0,G,0,G,,
F,cal,6,241,home,0,NR,2313,R,0,0,M,0,,
F,cal,6,241,home,0,C,2314,L,0,0,0,M,,
F,cal,6,241,T1,0.5,NR,2380,L,0,0,0,F,,
F,cal,6,241,T1,0.5,C,2381,R,0,0,0,0,,
F,cal,6,241,T1,1,C,2382,L,0,0,0,0,,
F,cal,6,241,T1,1,NR,2383,R,0,0,0,0,,
F,cal,6,241,T1,2,NR,2384,L,B,0,0,0,,
F,cal,6,241,T1,2,C,2385,R,0,M,M,M,,
F,cal,6,241,T2,0.5,NR,2386,L,0,0,0,0,,
F,cal,6,241,T2,0.5,C,2387,R,0,M,0,M,,
F,cal,6,241,T2,1,NR,2388,R,0,0,0,0,,
F,cal,6,241,T2,1,C,2389,L,0,0,0,0,,
F,cal,6,241,T2,2,NR,2390,R,0,0,0,0,Left - 0000,
F,fre,1,154,home,0,C,2226,L,0,0,0,0,20220330,
F,fre,1,154,home,0,NR,2231,R,0,0,0,M,,
F,fre,1,154,T1,0.5,NR,2236,L,0,0,0,0,,
F,fre,1,154,T1,0.5,C,2237,R,0,0,0,0,,
F,fre,1,154,T1,1,NR,2238,R,0,0,0,0,,
F,fre,1,154,T1,1,C,2239,L,0,0,0,0,,
F,fre,1,154,T1,2,C,2240,L,0,0,0,0,,
F,fre,1,154,T1,2,NR,2241,R,0,0,0,0,,
F,fre,1,154,T2,0.5,NR,2242,L,0,0,0,0,,
F,fre,1,154,T2,0.5,C,2243,R,0,0,0,0,,
F,fre,1,154,T2,1,NR,2244,L,0,0,0,0,,
F,fre,1,154,T2,1,C,2245,R,0,0,0,0,,
F,fre,1,154,T2,2,C,2246,L,0,M,M,0,,
F,fre,1,154,T2,2,NR,2247,R,0,0,0,0,,
F,fre,2,155,home,0,C,2232,R,0,0,0,0,,
F,fre,2,155,home,0,NR,2233,L,0,0,0,0,,
F,fre,2,155,T1,0.5,C,2248,R,0,0,V,0,,
F,fre,2,155,T1,0.5,NR,2249,L,0,0,0,0,,
F,fre,2,155,T1,1,NR,2250,R,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
F,fre,2,155,T1,1,C,2251,L,0,0,0,0,,
F,fre,2,155,T1,2,NR,2252,L,0,0,0,0,,
F,fre,2,155,T1,2,C,2253,R,0,0,0,0,,
F,fre,2,155,T2,0.5,C,2254,L,0,0,0,0,,
F,fre,2,155,T2,0.5,NR,2255,R,0,0,0,0,,
F,fre,2,155,T2,1,NR,2256,L,0,0,0,0,,
F,fre,2,155,T2,1,C,2257,R,0,0,0,0,,
F,fre,2,155,T2,2,C,2258,L,0,0,0,0,,
F,fre,2,155,T2,2,NR,2259,R,0,0,0,0,,
F,fre,3,156,home,0,NR,2227,L,0,0,0,0,,
F,fre,3,156,home,0,C,2228,R,0,0,0,0,,
